"","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32","C33","C34","C35","C36","C37","C38","C39","C40"
"JX198601.1.1476",0,1.40771372125007,-0.694821089358167,0,0.085477807241833,0,0.596751626241063,0.478657598663027,1.84079719883939,1.70035928029944,0,1.32989565816724,1.67547342787778,0.797353907084721,0.865360258481038,0,0,0.815776847106531,0,0,0,0,0,0,0,0,0,0,0,0.914743143364841,0,0.220323347788487,0,0,-0.250440978564201,0,0,0.906401152488125,0,0
"DQ815536.1.1465",0,0,0.221469642515988,0.203289723638798,0,0,0.0371358383056406,0,-1.37807862602881,0,-1.29338093952924,-1.30916167144802,-0.575818370728715,-0.183475345927005,0.172213077921092,-1.28268142946599,-1.4224982363792,0,-0.659582774590788,0.235133016649684,-1.38516417010909,1.00310898283245,0,2.68268053481824,2.49571924947794,1.5326240837406,2.10641181279756,4.41456940721003,-0.222793747800302,1.4901072882684,0,3.29301666247861,-0.371498521630772,2.28234532749056,-0.655906086672366,-0.537283998476628,3.04272002833706,-0.0098895793860303,2.01622223231453,0
"DQ815603.1.1465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37430489578442,0,0,0,0,-1.35442835223212,0,0,0,-1.32140603646841,-1.28248143397138,0,0,0,0,0,0,0,0,0,0
"EF602893.1.1465",0,-0.732352442246203,0,-0.713001008235357,0,-1.36726600012178,-0.656011342254305,-1.46725255039229,0,0,0,0,-1.26896555128866,-1.28208763459511,-0.0509304733931177,-1.28268142946599,-1.4224982363792,-1.38144773022969,0.0335644059691576,0,0,0,-1.39747892355566,0,-0.661281171672174,0,0,-1.3661741085823,0,0,0,-0.695967384085668,-0.083816449178991,0,0,0,0,-1.39618394050592,-0.724617791610674,-1.32862851271733
"FJ660495.1.1465",-0.237545608143742,0,-1.38796826991811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41776497217062,0.868596064618891
"FJ881210.1.1465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.667223552456364,0,0,0,0,-1.32140603646841,0,0,0,0,0,0,0,0,0,0,0
"HQ771229.1.1465",0,0,0,0,0,0,0,0,0,0,0,-1.30916167144802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38911456464561,0,0,0,0,0,0,0,0
"DQ905423.1.1464",0,0,0,0,1.91805927099014,2.92319344102661,-0.656011342254305,0,0.413680843199241,-1.34416315742399,2.99707850161915,3.29600851454008,0,1.5511257094611,0,1.55053191459023,0,0.815776847106531,-0.659582774590788,0.235133016649684,2.56607954847234,7.52608374489926,2.00371845810649,4.53127347880946,6.02707354227459,3.11674418819041,0,5.71889018537025,0,-1.28248143397138,-1.49372523303466,1.7019278887127,4.82145832925944,3.07313097761442,3.78084544769076,7.73311311296017,5.83950684407694,3.21893657633534,0.373994497057436,-1.32862851271733
"EF603952.1.1464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35442835223212,0,0,-1.3661741085823,0,0,0,0,0,0,0,0,0,0,0,0
"FJ880646.1.1464",-1.33615789681185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.546817457939235,0,0,-1.32140603646841,0,0,0,0,-1.38121631863908,0,0,-1.26134506486711,0,0,-0.635481332157383
"HM124151.1.1464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39747892355566,0,0,0,0,0,-0.628258855908467,0,0,-0.695967384085668,1.93108657136327,1.18373303882245,0,0,0.124949296252785,-1.39618394050592,-0.319152683502509,0
"HQ132400.1.1464",-1.33615789681185,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43722483451301,0,0,0,0,0,0,0,0,0,-0.661281171672174,0,0,0,0,0,0,0,0,0,0,0,-1.26134506486711,0,-0.724617791610674,1.15627813707067
"HQ452853.1.1464",-0.643010716251907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.635481332157383
"JN001251.1.1464",0,-1.42549962280615,1.74752594601104,1.96114764119117,0,0,0,0,0,0,0,0,0,0,0.172213077921092,0,0,0,0,0,0,0,0,0,0,-1.23996463849918,0,0,0,0,0,0,0,1.10369033114892,-0.655906086672366,0,0,0,1.52667400699582,0
"JN013172.1.1464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32140603646841,-0.589334253411433,0,0,0,0,0,0,0,0,0,0
"EF603421.1.1463",-0.643010716251907,0,-1.38796826991811,-0.307535900127192,0,-1.36726600012178,0,0,-1.37807862602881,0,0,0,0,-1.28208763459511,-0.744077653953063,0,0,0,0,-0.681157715224471,-0.286551881440976,0,0,0,0,0,0,0,0,0,0,-0.695967384085668,0,-1.38121631863908,0,0,0,0,-0.724617791610674,0
"GQ898607.1.1463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35442835223212,-1.23996463849918,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.635481332157383
"KC245316.1.1463",0,0,0,0,0,0,0,0,0,0,0,-1.30916167144802,-1.26896555128866,0,0,0,0,0,0,-1.37430489578442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ777918.1.1463",0,0,0,0,-0.202204265209948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42556876713083,2.14386092669173,0,0,0,0.442706201995744,1.65994057885959,0,0,0,0
"EU302864.1.1462",0,0,0,-0.713001008235357,0,0,-1.34915852281425,0,-0.279466337360704,0,0,0,-1.26896555128866,-1.28208763459511,0,0,0,0,0,0,-1.38516417010909,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34905326723231,0,-1.26134506486711,-1.39618394050592,0,0
"HQ716199.1.1462",0,0,0,0,0,0,-1.34915852281425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.546817457939235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HQ759095.1.1462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35272995515073,0,0,0,-1.39747892355566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JN013012.1.1462",-0.237545608143742,-1.42549962280615,1.09693837986989,1.53829079037114,1.09707871892031,0.935319092872262,0.730283018865586,0.324506918835769,0.00821573509107654,0.95842193557006,1.41466926157297,1.7818807819103,1.3700917783266,2.68820427895701,0.960670438285362,0.796760112213845,-0.729351055819259,-0.282835441561579,0.439029514077322,1.88379164223707,1.3874245521307,2.19703145130488,2.1288816010605,1.53000102487985,3.3277028748921,3.07752347503713,3.60665043326667,2.97763131327139,1.89746978839979,2.01335543203295,1.76437130498682,1.55532441452083,2.31407882361938,1.50915543925708,2.84060147479411,3.01806406301279,2.78170620296744,2.49563635760471,0.661676569509217,0.280809399716772
"AF371765.1.1461",0,0,0,0.385611280432753,0.308621358556043,-0.268653711453674,0,-0.774105369832341,0.413680843199241,-0.65101597686404,0,0,0,-0.183475345927005,-0.338612545844899,0,-1.4224982363792,0,0,-0.275692607116306,0,0,0,0,0.0318660088877716,0.14632972262071,0,-1.3661741085823,0.288031875965688,0.103812927148512,0,0,-1.47011081029888,-0.688069138079139,0.0372410938875793,-0.131818890368463,-0.162732776198996,0,-1.41776497217062,0
"DQ815691.1.1471",2.35272155730208,-0.732352442246203,1.97932756006836,0.791076388540918,-0.607669373318112,-0.268653711453674,0.84806605452197,0,0.231359286405286,0.853061419912234,-0.600233758969292,-1.30916167144802,0,-0.588940454035169,1.85861203149132,-0.589534248906045,0,0,-1.35272995515073,0.0119894653354744,2.04882303437606,1.64496286900485,3.62640159729062,4.05572966918811,3.58721407037718,2.85437992372292,0.685026131866401,3.13363556174797,2.70394565426674,3.31263841616321,2.72578247214145,2.65393670318894,1.62093164305943,3.98942170948858,3.22565771127107,0.155863182083318,3.26044351218193,3.86650624839896,4.21702463099863,0
"EF604519.1.1461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.744077653953063,0,0,0,0,0,0,-1.2994761101616,-1.39747892355566,0,0,0,0,-1.3661741085823,0,0,0,0,0,0,0,0,0,0,0,0
"GQ897658.1.1461",0,0,-0.289355981250003,0,0,-1.36726600012178,0,0,0,0,0,0,0,0,-1.43722483451301,0,0,0,0,0,0,0,0,0,0,-1.23996463849918,0,0,-1.32140603646841,0,0,0,0,0,0,0,-1.26134506486711,0,-1.41776497217062,0.750813028962508
"HM638425.1.1461",0,-1.42549962280615,-0.694821089358167,0.673293352884534,-0.202204265209948,0.0190283609981063,0,0,-0.279466337360704,-0.245550868755876,-0.600233758969292,-0.616014490888071,-0.575818370728715,0,0,-0.184069140797881,-1.4224982363792,0,-1.35272995515073,-1.37430489578442,0.406595299118969,0,-0.704331742995716,0,0,-1.23996463849918,-0.567736836628966,0,-0.628258855908467,-1.28248143397138,0,-1.38911456464561,0,0,-1.34905326723231,-1.23043117903657,-1.26134506486711,-1.39618394050592,0,-0.230016224049218
"JN013004.1.1461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43722483451301,0,0,0,0,0,0,0,0,0,0,0,-0.162271728520802,0,-1.32140603646841,0,0,0,0,0,0,0,0,0,0,0
"KX594322.1.1461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.60632892960165,0,-1.36037073301631,0,0,0.125410343930979,0,0,0,0,0,-1.47011081029888,-1.38121631863908,0,-1.23043117903657,0,0,0,0
"DQ456120.1.1460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.776963629738936,0,0,-0.537283998476628,0,0,0,0
"DQ777923.1.1461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38911456464561,0,0,0,0,0,0,-1.41776497217062,0
"DQ815699.1.1464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.628258855908467,0,0,0,0,0,0,0,0,0,0,0
"FJ375927.1.1460",0,0,0,0,0,0,-1.34915852281425,0,0,0,-1.29338093952924,-1.30916167144802,0,0,0,-1.28268142946599,-1.4224982363792,0,0,0.0119894653354744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JN012801.1.1460",1.37189230429036,-0.732352442246203,2.1673797915713,2.50587481663284,1.09707871892031,1.81078783022616,1.69536391490917,0.478657598663027,1.26097870358644,0.95842193557006,2.3954985145847,2.42850794683535,2.31455338716745,2.93742007058099,1.04768181527499,1.01990366352806,-0.0362038752593139,1.56299124893675,1.2122194023108,2.686138114762,2.22575374253514,3.16643200849299,3.05686837269785,2.53144956509432,4.26958915395522,3.90752983831427,4.48211917062057,3.84331204425912,2.50723536002068,3.21732823635889,2.3564223686754,2.39507506927265,3.13505937568921,2.77766676472059,3.90844210479547,3.85716515619581,3.7949007404812,3.21893657633534,1.52667400699582,1.61581046644911
"DQ815556.1.1459",0,0,0,-0.713001008235357,0,0,0,0,0,0,0,0,0,0,-1.43722483451301,0,0,0,1.2122194023108,0,0,0,0,0,-1.35442835223212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ815895.1.1459",0,-1.42549962280615,0,0,-1.30081655387806,0,0,-1.46725255039229,-1.37807862602881,0,0,0,0,0,0,0,0,-0.688300549669743,-1.35272995515073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ879356.1.1459",0,0,-0.289355981250003,0,0,0,0,0,0,-0.65101597686404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.695967384085668,0,0,0,0,0,0,0,0
"HQ681768.1.1459",0,-0.732352442246203,-1.38796826991811,-0.0198538276754112,0,-1.36726600012178,0,0,0,-1.34416315742399,0,0,0,0,0,0,0,0,0,-0.275692607116306,-1.38516417010909,0,-1.39747892355566,0,-1.35442835223212,0,0,0,0,0,0,0,-0.776963629738936,0,0,0,0,0,-1.41776497217062,0
"JN013011.1.1459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39747892355566,-0.667223552456364,-1.35442835223212,0,0.936340560147308,0,-1.32140603646841,0,0,-1.38911456464561,-0.083816449178991,-0.688069138079139,0,0,-0.568197884307161,0,0,0
"KX363704.1.1459",0,0,-0.00167390879822182,0,0,0,0,0,-1.37807862602881,0,0,-0.616014490888071,-1.26896555128866,-0.588940454035169,-0.744077653953063,-1.28268142946599,-0.323885947711095,0.697993811450147,0,0,0,0,0,-0.2617584443482,0,-1.23996463849918,0,0,0,0,1.87357059695181,-1.38911456464561,-1.47011081029888,0,0,0,0,-0.297571651837811,0,0.0576658484025625
"DQ777946.1.1458",0,-1.42549962280615,3.39952347286393,2.42249320769379,2.975849565138,0.424493469106271,2.72837892109147,2.02925501107419,4.30550114130987,1.60027582174245,0,5.31623069655994,-1.26896555128866,3.43641123669998,4.48435358513081,1.713050844088,2.40614316010989,0.410311738998366,3.17986953800252,3.25066791749985,3.35103427828541,0,5.05771963978446,3.51482659018484,0,1.06262045449487,0.818557524490924,0.831050468753922,3.1094107623749,0,3.28539826007687,2.13724595997055,0,3.43906524696595,3.51848118322327,0,-1.26134506486711,3.48661798208045,0,0
"EF605148.1.1458",0,-0.0392052616862573,-0.694821089358167,0,0.085477807241833,0.0190283609981063,-0.25054623414614,1.09769680706925,0.00821573509107654,-0.65101597686404,0,0,0.676944597766653,-1.28208763459511,0.354534634715047,-1.28268142946599,0.523411912676109,0.815776847106531,1.35532024595148,0.70513664589542,1.01273110268928,-0.60632892960165,0.905106169438385,0,0.437331116995936,-0.141352349831071,0.125410343930979,-1.3661741085823,-1.32140603646841,0,0,0,0,-0.688069138079139,-1.34905326723231,0,-0.162732776198996,-0.0098895793860303,-0.724617791610674,0
"HQ746944.1.1458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2994761101616,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.537283998476628,0,0,0,0
"HQ765863.1.1458",0.455601572416203,0.653941918873688,-1.38796826991811,-1.4061481887953,-1.30081655387806,1.46594734393443,0.0371358383056406,0.324506918835769,-0.279466337360704,-0.245550868755876,1.00920415346481,0.770279870231819,1.67547342787778,0.663822514460199,-1.43722483451301,0.796760112213845,0.975397036419166,1.56299124893675,0,0.0119894653354744,0,1.33958121945366,0,-0.667223552456364,0.255009560201981,0.36947327393492,-1.26088401718891,-0.673026928022353,0,0,0,0,0,-1.38121631863908,0,0.966793398299647,-0.568197884307161,0,0,0.0576658484025625
"HQ784683.1.1458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08742772623234,0,0,0,0,0,-0.628258855908467,0,0,0,0,0,0,0,0,0,0,0
"JN013055.1.1458",0,-1.42549962280615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35272995515073,0,-1.38516417010909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF371547.1.1457",-1.33615789681185,0,0,0,0,0,0,0,0,0,0,0,-1.26896555128866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ815701.1.1457",0.0501364643080384,-0.732352442246203,0.403791199309943,0.791076388540918,-0.202204265209948,0,0,0,1.01981664676956,1.05373211537439,-0.600233758969292,-0.616014490888071,0,0,-0.338612545844899,0,0,0,-1.35272995515073,-0.275692607116306,-0.286551881440976,0.646434038893718,2.29140053055827,2.2231482054398,-1.35442835223212,0.551794830728874,1.04170107580513,2.18917395290712,1.07648923632996,2.2140261274951,0,2.1944043738105,3.56032711109355,2.93627179489723,0.260384645201789,0,0.935879512469114,2.61114924472655,1.29028522893159,-0.230016224049218
"DQ815707.1.1457",-1.33615789681185,0,0,0,-1.30081655387806,0,0,0,0,0,-1.29338093952924,0,0,0,-1.43722483451301,-1.28268142946599,0,-1.38144773022969,0,0,0,0,0,0,0,-1.23996463849918,0,0,0,0,0,0,0,0,0,-1.23043117903657,0,0,-1.41776497217062,0
"FJ440031.1.1457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.673026928022353,-1.32140603646841,0,0,0,0,0,0,0,0,0,0,0
"FJ880310.1.1457",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28208763459511,0.960670438285362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HQ681758.1.1457",0,-1.42549962280615,-0.694821089358167,-1.4061481887953,0,0,-1.34915852281425,0,0,-0.65101597686404,0,-0.616014490888071,0,0,-0.338612545844899,0,0,0,0.0335644059691576,0.822919681551803,-1.38516417010909,0,0,0,0,-1.23996463849918,0,0,0,-1.28248143397138,0,0,0,-1.38121631863908,0,0,0,0,-0.319152683502509,0
"HQ740182.1.1457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.338612545844899,0,0,0,0,0,0,0,-1.39747892355566,-1.36037073301631,-0.255816063564009,0,1.62948774070725,-1.3661741085823,-0.628258855908467,0,0,0,-1.47011081029888,0,0.260384645201789,0,0.81809647681273,0,0,0
"HQ770314.1.1457",-0.237545608143742,0,0,0,0,0,-1.34915852281425,0,0,0,-1.29338093952924,0,0,0,0,0,0,0,0,0,0,-1.2994761101616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26134506486711,0,0,-1.32862851271733
"HQ778371.1.1457",0,0,0,0,-1.30081655387806,-1.36726600012178,-1.34915852281425,-0.774105369832341,0,0,-1.29338093952924,-1.30916167144802,-0.575818370728715,-0.183475345927005,0,0,-1.4224982363792,-1.38144773022969,-1.35272995515073,-0.681157715224471,0.00113019101080458,0,0,0,0,0,0,0,0,-1.28248143397138,0,0,0,0,0,0,0,0,0,0
"HQ807287.1.1457",0,-1.42549962280615,0,0,0,-1.36726600012178,-1.34915852281425,0,0,-0.65101597686404,0,-1.30916167144802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JN012636.1.1457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609330731380954,-0.688069138079139,0,0,-1.26134506486711,0,1.35482375006916,0
"JN012806.1.1457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39747892355566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39618394050592,0,0
"JN013056.1.1457",-0.643010716251907,0,0.403791199309943,1.30190201230691,0,0,-0.656011342254305,0,0,0,0,0,0,0,2.17369307813122,0,0,0,-0.254117666482623,-0.275692607116306,0.91742092288496,0,1.4928928343405,1.73067172034201,2.11130755056761,1.59324870555704,1.22402263259909,1.1187325412057,1.67432623708558,-0.183869145303269,0,1.17583479281592,0,0.564693830416229,0.730388274447525,-0.537283998476628,1.73438720868689,0.801040636830299,1.06714167761738,-0.635481332157383
"JQ284016.1.1457",0,0,0,0,-1.30081655387806,-1.36726600012178,0,0,0,0,0,0,0,0,0,-1.28268142946599,0,0,0,0,0,0,0,0,0,0,0,0,-1.32140603646841,0,0,0,-1.47011081029888,0,0,0,0,0,0,0
"AB034045.1.1456",0,0,-0.694821089358167,0.203289723638798,0,0,0,0,0,0,0,0,0,-1.28208763459511,0.642216707166827,0,0,0,0,0,0,0,0,-0.667223552456364,0,-1.23996463849918,0,1.46703923547392,1.62303294269803,0,0,-1.38911456464561,0,-0.282604029970975,0,0,0,-0.703036759945976,-0.724617791610674,0
"DQ777916.1.1457",0,0,0,-1.4061481887953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39747892355566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ818917.1.1456",0,0,0,-1.4061481887953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35442835223212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU009769.1.1456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.667223552456364,0,0,0,0,0,-1.28248143397138,0,0,0,0,-1.34905326723231,0,-1.26134506486711,0,-1.41776497217062,0
"EU009822.1.1456",0,-1.42549962280615,0,0,0,0,-1.34915852281425,0,0,0,0,0,0,0,0,0,0,0,-1.35272995515073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU530491.1.1456",0,0,0,0,-1.30081655387806,-1.36726600012178,0,-1.46725255039229,0,-1.34416315742399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35442835223212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ950548.1.1456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38516417010909,0,-1.39747892355566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HQ768748.1.1456",0,0,0,0,0,0,0,0,0,0,0,-0.616014490888071,0,-1.28208763459511,0,0,0,-1.38144773022969,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38911456464561,0,0,0,0,0,0,0,0
"JN013176.1.1456",-0.643010716251907,-1.42549962280615,0,-1.4061481887953,-1.30081655387806,-1.36726600012178,-1.34915852281425,-0.368640261724176,-1.37807862602881,-0.245550868755876,-0.600233758969292,0.0771326896718738,-1.26896555128866,1.02049745839893,-0.338612545844899,-0.589534248906045,-0.729351055819259,0,-1.35272995515073,0,-1.38516417010909,0,0,0,0.0318660088877716,-1.23996463849918,-1.26088401718891,0.425585360645757,-1.32140603646841,-0.589334253411433,-0.800578052474714,-0.695967384085668,-1.47011081029888,0,0,-1.23043117903657,-0.568197884307161,0,-1.41776497217062,0
"JQ973595.1.1462",0.861066680524367,0.183938289627952,0.403791199309943,1.48422356910086,0.645093595177256,1.57717297904466,-0.25054623414614,0.142185362041814,1.18687073143272,1.14074349236401,1.41466926157297,0,0.11732880983123,-0.588940454035169,-0.744077653953063,0.1036129316539,0.656943305300631,-0.688300549669743,0.844494622185487,1.33374530531779,1.32288603099312,-0.60632892960165,0.905106169438385,0.249067179417791,0.725013189447717,1.39909269111608,0.685026131866401,-0.267561819914188,0.758035505211424,0.326956478462722,0,-0.695967384085668,-0.776963629738936,0.228221593795016,0.260384645201789,-0.131818890368463,0.81809647681273,0.213253971928179,-1.41776497217062,0.0576658484025625
"KU899034.1.1456",0,0,0,0,0,0,0,0,0,0,-1.29338093952924,0,0,0,0,0,0,0,0,0,-0.692016989549141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.568197884307161,0,0,0
"AB264059.1.1455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37430489578442,0,0,0.905106169438385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF371549.1.1455",3.97210980058935,3.18962089403511,3.30337961231103,4.12328089871612,3.8408470026246,3.14359350639507,3.03286811185963,5.07953286036824,3.3224017397636,2.97332495611232,3.16096635672427,3.03464375040567,4.76412067051014,3.82990015376143,3.07363467200384,2.60913886864464,4.03708727776495,3.66840827701985,3.04171919952171,3.92401247076362,3.76812742438869,3.00458898304258,2.86520095348565,3.92283299572168,4.32232545003616,3.43286419596273,3.18176723930141,2.13033345288418,2.62983768211302,1.80856101938694,2.49525881352961,2.04487263983953,2.53722237493359,2.58907559491304,3.53374865535406,3.03224869800474,3.2819497174029,2.06955196229381,2.70936941287447,2.5631917853933
"GQ175502.1.1455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35442835223212,-1.23996463849918,0,0,0,0,0,-1.38911456464561,0,0,0,-1.23043117903657,0,0,0,-1.32862851271733
"GU437239.1.1463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35272995515073,0,0,0,0,0,0,0,0,0,0,0,1.07122412442688,0,0,0,0,0,0,0,0,0
"HQ681699.1.1455",0,-0.732352442246203,0,0,-1.30081655387806,0,0,0,0,0,-0.600233758969292,0,-1.26896555128866,-0.588940454035169,0,0,-0.729351055819259,-1.38144773022969,-1.35272995515073,-1.37430489578442,0,0,0,0,0,-1.23996463849918,-0.567736836628966,0.0201202525375928,0,0,0,0,0,0,0,0,0,0,0,0
"HQ776254.1.1455",0,0,0,0,0,-1.36726600012178,-1.34915852281425,0,0.231359286405286,0,0,0,0,0,-1.43722483451301,-1.28268142946599,-0.729351055819259,-0.282835441561579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23043117903657,0,0,0,0
"HQ793886.1.1455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2994761101616,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.537283998476628,0,0,0,0
"HQ814902.1.1455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.704331742995716,-1.36037073301631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JN013075.1.1455",-1.33615789681185,0,0.221469642515988,0.203289723638798,-1.30081655387806,-0.674118819561839,0,0,0,0,0,-0.616014490888071,0,0,-1.43722483451301,-1.28268142946599,0,0,-1.35272995515073,0,-0.692016989549141,0,-1.39747892355566,-0.2617584443482,-1.35442835223212,0,0,-1.3661741085823,-0.628258855908467,-1.28248143397138,0,0.220323347788487,-1.47011081029888,-0.688069138079139,0,0,-1.26134506486711,-1.39618394050592,-0.724617791610674,-1.32862851271733
"KJ957671.1.1455",0,0,-0.289355981250003,0,0,0,0,0,0,0,0,0,0,0,0,-0.184069140797881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB780934.1.1454",0,0,0,0,1.99502031212627,-1.36726600012178,3.00755030387534,0,0,0,1.19152571025876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50200704051933,0,0,0,0,2.68159182639157,0,0,0,0
"HQ681828.1.1454",0,0,-1.38796826991811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38516417010909,0,0,0,0,0,0,0,0,0,0,0,-1.47011081029888,0,0,0,0,0,0,0
"HQ780423.1.1454",3.08268271098475,1.87033724319818,1.79008556042983,1.30190201230691,2.31010135876617,2.77586872626975,2.26175938982997,1.66824166553686,2.47206897568124,2.21118490406543,2.53526045695986,2.60286133398013,2.53769693848166,1.93678819027309,1.55850743904098,2.45498818881738,2.36169139753906,0.697993811450147,1.35532024595148,1.4589084482718,1.91067269589524,2.93463039443566,2.86520095348565,2.95711738052,2.28315780749427,2.83757280540654,2.88225070920262,2.77696061780923,2.83747704689126,2.54615996251772,2.0326352915815,2.41754792512471,2.67302391609265,2.44742507785001,2.41214684846125,2.91270354735496,2.68989865371432,3.05816335574759,2.34343514352294,2.2822893999269
"HQ780953.1.1454",0,0,-1.38796826991811,0,0,-1.36726600012178,0,0,0,0,0,0,0,0,0,0,-1.4224982363792,0,0,0,0,-1.2994761101616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
